company_name,name,description,phone,email,state_code,url,language
T.E.A. TECHNIK s.r.o.,C.T.S. s.r.l.,"Lineární vedení, pohony, převody, strojírenské komponenty.",420-547216843,info@teatechnik.cz,IT,www.teatechnik.cz,CZ
SERWISTAL,,,48-876209300,serwistal@serwistal.pl,,serwistal.pl/en/,EN
Pilové pásy s.r.o.,,,420-775776666,fiala@pilovepasysro.cz,,www.pilovepasysro.cz,CZ
PROKA CZ s.r.o.,,,420-603115216,proka@proka.cz,,www.kasto.cz,CZ
SW Automation GmbH,,,49-7542933340,info.tt@sw-machines.com,,www.sw-machines.com,EN
KINEX,KINEX Measuring a.s.,Výroba přesných měřicích nástrojů KINEX. Bezdrátový systém řízení kvality IS.,420-775418428,kinex@kinexmeasuring.com,SK,www.kinexmeasuring.com,EN
Eltep s.r.o.,,"Průmyslová automatizace, robotizace a komplexní vývoj jednoúčelových strojů.",420-469620639,info@eltep.cz,,www.eltep.cz,CZ
GALATEK a.s.,,Technologická zařízení pro povrchové úpravy.,420-569714201,lakovny@galatek.cz,,www.galatek.cz,CZ
BAMAS - ELEKTRO spol. s r.o.,ETB - Gebr. Bach GmbH,,420-553671515,info@bamas-elektro.cz,DE,www.bamas-elektro.cz,CZ
Smalley,,,33-130131575,europe@smalley.com,,www.smalley.com,EN
"RAJCH, spol. s r.o.",,"Průmyslové odsávání a filtrace, olejová mlha, svařování.",420-606313602,obchod@rajch.cz,,www.rajch.cz,CZ
Bossard CZ s.r.o.,,,420-547131300,info-bcz@bossard.com,,www.bossard.com/cs/,EN
"TRIBOTEC, spol. s r.o.",,"Projekce, výroba, instalace, servis centrálního mazání a hydrauliky.",420-543425611,tc@tribotec.cz,,www.tribotec.cz,CZ
Goldman water s.r.o.,,"Ryze česká společnost Goldman water s.r.o. realizuje dodávky technologií pro kompletní 
úpravu vody, jak pro odborné použití (průmyslové podniky, laboratoře, nemocnice apod.),
tak pro domácnosti. Specializuje se na výrobu ultra čisté, nebo technické vody pomocí 
reverzní osmózy, ale běžně využívá i další technologie, jako je změkčení, filtrace, dezinfekce, 
či úpravu vody dle norem pro pitnou vodu.",420-601558006,info@goldmanwater.cz,,www.goldmanwater.cz,CZ
COMAGRAV,,CNC frézovací routery a velkoplošné plotry COMAGRAV české výroby.,420-317778022,info@comagrav.com,,www.comagrav.com,EN
Polar S.r.l.,,,39-0541627383,info@polar-electronics.com,,www.polar-electronics.com,EN
"OTECO CZ, spol. s r.o.",,"Tlakovzdušná tryskací zařízení.
Tryskací zařízení s metacími koly.
Filtry.",420-517383519,oteco@oteco.cz,,www.oteco.cz,CZ
Filament PM,"Solidify 3D, s.r.o.",,420-601381483,nedozralova@filament-pm.com,CZ,www.filament-pm.cz,EN
MAPRO Solution a.s.,,Technologie pro vstřikování plastů a průmyslovou automatizaci.,420-734376160,zadrapa@mapro.cz,,www.mapro.cz,CZ
"Render GmbH, Georg",,,49-15788728442,roman.taldik@render-gmbh.de,,www.georg-render.cz,EN
Český svaz zaměstnavatelů v energetice,,,420-222250320,csze@csze.cz,,www.csze.cz,CZ
SELS s.r.o.,,CHYTRÁ ŘEŠENÍ PRO VAŠI LOGISTIKU,420-778475355,contact@smartsels.com,,www.smartsels.com,EN
INFOCUBE s.r.o.,,,420-549210713,info@infocube.cz,,www.oneindustry.cz,CZ
Pantek (CS) s.r.o.,AUVESY-MDT,"Dodavatel softwaru pro průmyslovou automatizaci - AVEVA, AUVESY-MDT a ThinManager. Poskytovatel konzultací, školení a komplexní technické podpory.",420-495219072,obchod@pantek.cz,DE,www.pantek.cz,CZ
"GUMEX, spol. s r.o.",,,420-518399588,gumex@gumex.cz,,www.gumex.cz,CZ
PALSTAT s.r.o.,,PALSTAT CAQ - podnikový informační systém pro řízení kvality.,420-499421744,palstat@jakost.cz,,www.palstat.cz,CZ
ZEISS,ekm Jena,ZEISS Industrial Quality Solutions - Průmyslová Metrologie a Mikroskopie,420-233101221,info.metrology.cz@zeiss.com,DE,www.zeiss.cz/metrologie,EN
UNIMOTION,,,420-733122164,sales@unimotion.cz,,unimotion.cz,CZ
Lasco Umformtechnik GmbH,,LASCO dodává obráběcí stroje a výrobní zařízení pro tváření kovů.,49-95616420,lasco@lasco.de,,www.lasco.com,EN
Renishaw s.r.o.,,,420-548216553,czech@renishaw.com,,www.renishaw.cz,EN
LIPLASTEC s.r.o.,,Plastové technické a interiérové díly nejen pro automobilový průmysl.,420-488019422,pholec@liplastec.com,,www.liplastec.cz,EN
Norres/Baggerman Group,,NORRES  je špičkou v mnohých průmyslových odvětvích a naplňuje veškerá očekávání svých zákazníků.,420-555501901,info@norres.cz,,www.norres.cz,CZ
"ARCUS ENGINEERING, spol. s r.o.",ACCURIDE International Ltd.,"Nýtovací technika. Navařování svorníků. Lisovací spojovací prvky. Matice v kleci. Průmyslová madla, lineární výsuvy a uzávěry. Závitové vložky. Ovládací prvky.",420-548422251,prodej@arcus.cz,GB,www.arcus.cz,CZ
BOLE Europe Technology Co. Ltd,,,420-725505172,kovacs@bole-europe.com,,www.bole-europe.com,EN
Sinograf S.A.,,,48-566590442,wesolowski@sinograf.com,,sinograf.com,EN
CECHO - BOHUMIL CEMPÍREK s.r.o.,,,420-566620705,cecho@cecho.cz,,www.cecho.cz,CZ
"PENTA TRADING, spol. s r.o.",EXERON,"Elektroerozivní obráběcí stroje, HSC frézky, normálie, upínací systémy, spotřební materiál a servis.",420-241480232,penta@penta-edm.cz,DE,www.penta-edm.cz,CZ
ServisControl s.r.o.,,"Vývoj, výroba a integrace standardních i plně zákaznických AGV a AMR do výrobních i logistických závodů se zajištěním full servisu a dodávkou náhradních dílů.",420-311240070,sibrava@serviscontrol.cz,,www.serviscontrol.cz,CZ
"Ningbo CFG Machinery Industrial Co., Ltd.",,,86-57486308815,timchi@cfgpresses.com,,www.cfgpresses.com,EN
MEUSBURGER GEORG GmbH & Co. KG,,"Firma Meusburger je lídrem v oblasti vysoce přesných standardizovaných komponentů. Zákazníci po celém světě využívají výhod standardizovaných rozměrů a profitují z našich více než 55-ti letých zkušeností ve zpracování oceli. Produktové portfólio sahá přitom od vysoce přesných standardizovaných dílů a vybraných produktů pro dílenské vybavení až po techniku horkých vtoků a regulační techniku. Firma Meusburger je spolehlivým a globálním partnerem v oblasti výroby nástrojů, forem a strojírenství.",43-557467060,sales@meusburger.com,,www.meusburger.com,EN
Control Check s.r.o.,Lasertex Co. Ltd.,"Prodáváme, kalibrujeme a servisujeme 3D měřicí přístroje a komunální měřidla. Pomáháme firmám udržet proces kvality na nejvyšší možné úrovni.",420-774234629,controlcheck@controlcheck.cz,PL,www.controlcheck.cz,CZ
Sariv-Němčík s.r.o.,Hondra automotive s.r.o.,"Společnost Sariv-Němčík s.r.o. je česko-italská společnost, která byla založena v roce 1996 italským výrobcem trhacích nýtů a nýtovacích matic, společností Sariv s.r.l. a Jiřím Němčíkem.

Původní sortiment byl postupem času pravidelně rozšiřován a dnes se díky více než 25letým zkušenostem firma řadí mezi významné distributory nýtů, nýtovacích matic, lisovacích a přivařovacích prvků a dalšího spojovacího materiálu.

V současné době má společnost Sariv-Němčík s.r.o. dvě samostatné zahraniční pobočky, Sariv spol. z o.o. v Polsku a Sariv s.r.o. na Slovensku. Obě pobočky disponují vlastním skladem a spolu s centrálou v Ostravě Kunčicích umožňují rychlé vykrývaní objednávek v regionu střední Evropy.

V roce 2005 byla založena dceřinná společnost Sariv automotive s.r.o., dnes sesterská Hondra automotive
s.r.o., která se zabývá zakázkovou výrobou normovaných a výkresových dílů na lisech a dlouhotočných
soustružnických automatech. Výrobky jsou dodávány zákazníkům v České republice, Itálii, Polsku, Lotyšsku
a na Slovensku, přičemž zhruba 60% produkce tvoří export.

Svým zákazníkům společnost nabízí maximální péči. Samozřejmostí je nejen rychlé zpracování požadavků zákazníků a vykrývání objednávek, ale také pravidelný kontakt s obchodním zástupcem, servis a technické poradenství.

Od roku 2003 je společnost držitelem certifikátu kvality ISO 9001.",420-775201933,jan.nemcik@sariv.cz,CZ,www.sariv.cz,CZ
ExactCut s.r.o.,,,420-533426330,info@exactcut.cz,,www.exactcut.cz,CZ
"Blaser Swisslube CZ, s.r.o.",,,420-541226046,brno@blaser.com,,www.blaser.com,EN
COMSIT Leopoldov spol. s r.o.,,,421-911722873,leopoldov@comsit.sk,,www.comsit.sk,SK
Piovan Central Europe GmbH,,,43-22363121100,office@piovan.at,,www.piovan.com,EN
ORCA machines s.r.o.,,,420-604641204,info@orcamachines.cz,,www.orcamachines.cz,CZ
KM CNC s.r.o.,,,420-604641204,info@kimla-czech.cz,,www.kimla-czech.cz,CZ
Metrology s.r.o.,,,420-549241332,metrology@iex.cz,,www.metrology.cz,CZ
"RWT, s.r.o.",,Odjehlovací stroje na odstraňování otřepů a okují na výpalcích a výliscích.,420-494534238,rwt@rwt.cz,,www.rwt.cz,CZ
ZOLLER CZECH s.r.o.,,"Měření, seřizování, kontrola a správa řezných nástrojů.",420-773946838,suchna@zoller.cz,,www.zoller.cz,CZ
Hans Weber Maschinenfabrik GmbH,,,49-92614090,info@hansweber.de,,,EN
"BRIKLIS, spol. s r.o.",,"Briketovací lisy:
iSWARF - zpracování kovových třísek z obrábění, nízká cena a příkon.
BrikStar - zpracování nekovových materiálů.
Drtiče kovových třísek.
Výklopné zařízení pro přepravní vozíky a kontejnery až do výšky 4 m.
Dopravníky.
Jednoúčelové stroje.",420-381278050,info@briklis.cz,,www.briklis.cz,CZ
Gedis Distribution s.r.o.,,,421-905421422,rudolf.horvath@gedis.sk,,www.gedis.sk,SK
GE Digital Germany GmbH,,,49-8215034371,,,www.ge.com/digital/,EN
MARPOSS s.r.o.,AEROEL S.R.L.,"Jsme světovým lídrem v oblasti přesných zařízení pro měření a kontrolu ve výrobním prostředí. Provádíme také kalibrace, záruční a pozáruční servis.",420-255702000,marposs@cz.marposs.com,IT,www.marposs.com,EN
"TOPSOLID CZECH, s.r.o.",,"Prodej CAD/CAM systému TopSolid pro obecnou konstrukci s navazujícím programováním CNC obráběcích strojů. Technická podpora, postprocesory na klíč, školení a konzultace.",420-272760344,mandy.schmidtova@topsolid.cz,,www.topsolid.cz/,CZ
LABIMEX CZ s.r.o.,ARGENTOX Ozone Technology GmbH,"Vybavení laboratoří a zkušeben, průmyslové aplikace:
- korozní komory - Q-LAB a LIEBISCH
- komory na sluneční simulaci a UV testery - Q-LAB
- zkušební testovací plechy ocelové a hliníkové - Q-LAB
- klimatické a teplotní komory, sušárny - BINDER
- sprejové a prachové komory, stanovení stupně krytí IP, IK - PTL-Instruments, iTS
- přístroje na zkoušky elektrotechniky a mechanické zkoušky - TESTING
- přístroje na materiálové zkoušky hořlavosti materiálů, tribologie, termometrie - WAZAU
- měřicí přístroje pro plasty a kaučuky - ELASTOCON 
- detektory toxických, hořlavých plynů a kyslíku, stacionární a přenosné detektory, parking CO systémy KIMESSA
- bezprašné pásové dopravníky 'LIFTUBE', odstraňování nálepků v silech, pecních linkách 'AIRCHOC-GIRONET'
- průmyslové vysavače pro odsávání prachu a pevných částic vyšších hmotností STANDARD INDUSTRIE
- průmyslové ventilátory NEU",420-241740120,info@labimex.cz,DE,www.labimexcz.cz,CZ
JAN SVOBODA s.r.o.,ERMANNO BALZI,"Dodávky polotovarů pro nástroje na lisování plastů, lehkých kovů a tvářecí nástroje. Nabízíme hydraulické válce, vyhřívané vtokové systémy, vyhazovače, pružiny či rámy forem. V sortimentu naleznete středění forem, počítadla, jednotky pro údržbu forem. Systémy detekce úniku plastu z horkých trysek.",420-549243939,jansvoboda@jansvoboda.cz,IT,www.jansvoboda.cz,CZ
"Sp - Tech, s.r.o.",COSTA LEVIGATRICI S.p.A.,,420-325515105,hradek@sp-tech.cz,IT,www.sp-tech.cz,CZ
"SK Technik, spol. s r.o.",Benz GmbH Werkzeugsysteme,"Prodej obráběcích nástrojů, přístrojů a strojů. Stroje pro výrobu a ostření obráběcích nástrojů, broušení na kulato, profilování brusných kotoučů, superfinišovací a protahovací stroje. Přístroje pro seřizování a měření, tepelné upínání a vyvažování obráběcích nástrojů. Vysoce výkonné nástroje pro třískové obrábění a broušení.

Zastoupené firmy: 
Arthur Klink GmbH
Benz GmbH Werkzeugsysteme
Cleveland Lineartechnik GmbH
Ernst Graf GmbH
Fibro GmbH
Gebr. Saacke GmbH & Co. KG
Hartmetall-Werkzeugfabrik Paul Horn GmbH
Johs. Boss GmbH & Co. KG 
Mikron Switzerland AG, Division Tool
MK Tools Service GmbH
Riegger Diamantwerkzeuge GmbH
Spezialwerkzeuge GmbH
Supfina Grieshaber GmbH & Co. KG
TBT Tiefbohrtechnik GmbH + Co
TiroTool Werkzeugsysteme GmbH
Triag International AG
TTB Engineering SA
Urma AG Werkzeugfabrik",420-545429511,info@sktechnik.cz,DE,www.sktechnik.cz,CZ
WEMAC s.r.o.,,,420-733642000,wemac@wemac.cz,,www.wemac.cz,CZ
SURFIN Technology s.r.o.,,Stroje a zařízení pro lakování a otryskávání. Robotické lakování.  Lakovny. Práškové a mokré nátěrové hmoty. Měřiče veličin pro povrchové úpravy. Maskovací a závěsová technika. Držitel certifikátu ČSN EN ISO 9001:2001.,420-547426211,info@surfin-tech.cz,,www.surfin-tech.cz,CZ
Wittmann Battenfeld CZ spol. s r.o.,,"Automatizace a periferní zařízení pro zpracování plastů. Vstřikovací stroje pro zpracování termoplastů, duroplastů, elastomerů, silikonů, vícekomponentní vstřikování, intervalové vstřikování, vstřikování práškových kompozitů.",420-384972165,info@wittmann-group.cz,,www.wittmann-group.cz,CZ
VOLTY.cz - René Pajurek,,,420-603778046,inzerce@volty.cz,,www.volty.cz,CZ
Pavel Zezula,Maschinen -und Werkzeugbau s.r.o.,"Obchodní zastoupení ZOPF Biegemaschinen Handels GmbH, zakružovačky profilů, trnové a beztrnové ohýbačky trubek, horizontální lisy.",420-603835332,info@stroje.com,SK,www.stroje.com,EN
DKI Srl,,,39-031850310,info@contigroup.it,,www.dkisrl.it/en/home-en,EN
"SHAANXI WELONG INT SUPPLY CHAIN MGT CO., LTD",,,86-2988331700,info@welongpost.com,,www.welongcasting.com,EN
DENIOS s.r.o.,,"Program pro skladování nebezpečných látek, podlahové plošiny, záchytné vany, skladovací kontejnery, sklady s požární odolností, manipulační zařízení, sorpční prostředky, příslušenství. TIP - skladovací kontejnery a bezpečnostní skříně s požární odolností až 120 minut.",420-383313226,obchod@denios.cz,,www.denios.cz,CZ
DATRIA s.r.o.,,,420-606021608,info@datria.cz,,www.datria.cz,CZ
PantaTec GmbH,,,49-573451488-50,info@pantatec.de,,www.pantatec.de,EN
Beckhoff Automation s.r.o.,,"Beckhoff vyvíjí a dodává otevřené automatizační systémy založené na technologii PC. Jedná se o průmyslová PC, I/O svorky a komponenty průmyslových sběrnic, pohony a automatizační software. Produkty, které mohou být použity jako samostatné komponenty nebo integrovány do většího celku jsou určeny pro nejrůznější průmyslová odvětví. Filozofie Beckhoff ""New Automation Technology"" představuje univerzální řešení pro otevřené řízení a automatizaci používanou na celém světě v nejrůznějších aplikacích.",420-511189250,info@beckhoff.cz,,www.beckhoff.com,CZ
"BÖLLHOFF, s.r.o.",,"Spojovací díly, montážní technika. Závitové vložky HELICOIL®, nýtovací matice RIVKLE®. Mechanické spojování plechů RIVCLINCH®, spojování pevnostním nýtováním RIVSET®, vložky do plastů AMTEC®. Automatizace montáže nýtovacích matic.",420-235090613,hsindlarova@boellhoff.com,,www.boellhoff.cz,EN
PRAMARK s.r.o.,,"Technologie průmyslového značení: mikroúderové značící stroje, popisovací lasery, popisovače, razidla, číslovací hlavy, razicí lisy, gravírovací pera, elektrochemické značení. Nýtovací stroje. Vyjiskřovačky zalomených nástrojů. Montážní lisy.",420-251561029,pramark@pramark.cz,,www.pramark.cz,CZ
Messer Technogas s.r.o.,,"Dodavatel technických, medicinálních a speciálních plynů a souvisejících aplikačních technologií. Plyny pro svařování metodou MIG, MAG, TIG. Plyny pro tepelné dělení materiálů laserem, plazmou a kyslíkem.",420-241008100,info.cz@messergroup.com,,www.messer.cz,EN
FRONIUS Česká republika s.r.o.,,"Výroba, prodej a servis svařovacích zařízení pro obloukové svařování metodami MIG/MAG, TIG DC a AC/DC a obalenou elektrodou. Automatizace svařovacího procesu. Svařovací hořáky, příslušenství a ochranné pomůcky. Poradenství v oblasti svařování, pronájem svařovací techniky.",420-272111011,Romanova.Jana@fronius.com,,www.fronius.cz,EN
"MM publishing, s.r.o.",,"MM Průmyslové spektrum je technický měsíčník specializovaný na strojírenství, vycházející od roku 1997. Přináší zejména informace o současných domácích i světových trendech v jednotlivých odvětvích oboru s důrazem na výrobu a praxi.",420-775245802,box@mmspektrum.com,,www.mmspektrum.com,EN
Metalco Testing s.r.o.,,,420-739111591,info@metalco.cz,,www.metalco.cz,CZ
Automatic-Systeme Dreher GmbH,,"Jeden z předních výrobců řešení automatizace výrobních procesů v oblasti tváření, vč. transferových linek a linek pro podélné a příčné dělení.",49-74548810,info@dreher.de,,www.dreher.de,EN
"LPW prodejní, s.r.o.",Berger Gruppe,"Zaměřujeme se na obchodní činnost, technologická řešení a dodávky komponentů. Prodáváme technickou keramiku, elektrody, řezné oleje a pasty, chladicí emulze, průmyslovou chemii, odjehlovací ocelové kartáče a stroje na odjehlování profilů a trubek. Nakoupíte u nás filtrační systémy, média, čističe, kapaliny pro průmyslové pračky a mycí zařízení. ATEX vzduchové motory, stroje na rovinné leštění a lapování, stroje na broušení jakýchkoli ostří a výrobu pilových pásů.",420-603431102,lpw@lpw.cz,DE,www.lpw.cz,CZ
"MicroStep, spol. s r.o.",MicroStep,"MicroStep, spol. s r.o. se sídlem v Bratislavě a výrobními závody v Hriňové a Partizánském vyvíjí, vyrábí a dodává multifunkční CNC pálicí centra, která disponují širokou paletou příslušenství pro kolmé a úkosové řezání různými technologiemi – vláknovým laserem, plazmou, kyslíkem, vodním paprskem – a také doplnkovými technologiemi jako jsou třeba popisováni, vrtání nebo frézování. Stroje MicroStep pracují v téměř 60 státech světa.

Díky nedávnému rozšíření portfolia o laserové svařování a ohraňování nabízí MicroStep také dodávku pracovních buněk na klíč včetně vlastního CAM softvéru, integrace strojů do vlastního systému centrálního řízení výroby, automatizace procesů pomocí manipulačních a dopravníkových systémů a digitalizace.

Kromě strojů vyvíjí a dodává MicroStep vlastní řídící systémy, CAM softvér, CAPP aplikace a digitalizační řešení pod značkou CyberFab.

Webové stránky společnosti:

www.microstep.eu
www.microstep.sk
www.microstep.cz
www.cyberfab.com",421-918799036,sales@microstep.sk,SK,www.microstep.eu,SK
